id	merge_region	merge_len	num_region	eccdna_status	numreads	totalbase	coverage	consensus_len	consensus_status
ec77	chr5:126369651-126370348_-	698	1	cyclic	6	9744	13.96	0	Unknown
ec78	chr5:127582982-127583184_-	203	1	cyclic	11	20819	102.56	0	Unknown
ec79	chr17:8570124-8571233_-	1110	1	cyclic	4	17932	16.15	0	Unknown
ec80	chr9:96124849-96126122_+	1274	1	cyclic	4	16904	13.27	0	Unknown
ec81	chr18:77439961-77440498_+	538	1	cyclic	2	2466	4.58	0	Unknown
ec82	chr2:91037292-91037798_+	507	1	cyclic	76	170244	335.79	0	Unknown
ec83	chr5:110185241-110186763_-	1523	1	cyclic	3	14845	9.75	0	Unknown
ec84	chr3:34979276-34980041_+,chr6:141287370-141287737_-	1134	2	cyclic	2	8494	7.49	0	Unknown
ec85	chr2:32807898-32808576_+	679	1	cyclic	5	21079	31.04	0	Unknown
ec86	chr8:54905288-54906365_-	1078	1	cyclic	6	36759	34.10	0	Unknown
ec87	chr8:90737128-90737900_-	773	1	cyclic	4	4859	6.29	0	Unknown
ec88	chr11:79361399-79362002_+	604	1	cyclic	1	3522	5.83	0	Unknown
ec89	chr11:69264333-69266016_+	1684	1	cyclic	10	38857	23.07	0	Unknown
ec90	chr14:80010870-80011208_+	339	1	cyclic	2	1712	5.05	0	Unknown
ec91	chr16:94468648-94470199_+	1552	1	cyclic	3	12314	7.93	0	Unknown
ec92	chr4:150180593-150181290_-	698	1	cyclic	4	25852	37.04	0	Unknown
ec93	chr18:53758587-53759424_-	838	1	cyclic	1	4197	5.01	0	Unknown
ec94	chr6:86914729-86915073_-	345	1	cyclic	4	18528	53.70	0	Unknown
ec95	chr6:86654419-86656661_-	2243	1	cyclic	1	13386	5.97	0	Unknown
ec96	chr5:129533375-129533731_-	357	1	cyclic	1	2840	7.96	0	Unknown
ec97	chr4:82890003-82891168_+	1166	1	cyclic	2	5820	4.99	0	Unknown
ec98	chr3:101092942-101094062_+	1121	1	cyclic	6	11438	10.20	0	Unknown
ec99	chr9:13758543-13759558_+	1016	1	cyclic	8	46783	46.05	0	Unknown
ec100	chr18:23128826-23129865_+	1040	1	cyclic	44	97289	93.55	0	Unknown
ec101	chr4:62699210-62699608_-	399	1	cyclic	11	26656	66.81	0	Unknown
ec102	chr11:7816563-7816888_-	326	1	cyclic	1	2603	7.98	0	Unknown
ec103	chr2:23067243-23067796_-	554	1	cyclic	1	9945	17.95	0	Unknown
ec104	chr12:13839278-13839604_+	327	1	cyclic	24	139496	426.59	0	Unknown
ec105	chr8:71722222-71722766_-	545	1	cyclic	9	50805	93.22	0	Unknown
ec106	chr14:20867076-20867442_+	367	1	cyclic	40	56941	155.15	0	Unknown
ec107	chr15:40252291-40252667_+	377	1	cyclic	108	318304	844.31	0	Unknown
ec108	chr18:81684184-81684511_+	328	1	cyclic	1	1955	5.96	0	Unknown
ec109	chr13:9159117-9159478_+	362	1	cyclic	27	76630	211.69	0	Unknown
ec110	chr14:123867517-123870298_-	2782	1	cyclic	5	17391	6.25	0	Unknown
ec111	chr14:98943716-98945165_-	1450	1	cyclic	15	36207	24.97	0	Unknown
ec112	chr5:150609485-150609807_+	323	1	cyclic	25	58713	181.77	0	Unknown
ec113	chr15:75860099-75860676_+	578	1	cyclic	1	4600	7.96	0	Unknown
ec114	chr12:30178017-30178379_-	363	1	cyclic	303	980998	2702.47	0	Unknown
ec115	chr10:115856006-115856342_-	337	1	cyclic	1	4638	13.76	0	Unknown
ec116	chr4:32378724-32379114_+	391	1	cyclic	6	23230	59.41	0	Unknown
ec117	chr8:48857017-48857852_+,chr3:8762023-8762404_-	1218	2	cyclic	7	15069	12.37	0	Unknown
ec118	chr9:78641921-78643830_+	1910	1	cyclic	4	15509	8.12	0	Unknown
ec119	chr4:95865491-95867246_+	1756	1	cyclic	4	13243	7.54	0	Unknown
ec120	chr10:101853542-101857304_+	3763	1	cyclic	1	22303	5.93	0	Unknown
ec121	chr2:179750348-179750891_+	544	1	cyclic	2	4817	8.85	0	Unknown
ec122	chr18:3638511-3638880_+,chr10:121325164-121325568_+	775	2	cyclic	10	36217	46.73	0	Unknown
ec123	chr14:101507637-101519505_+	11869	1	cyclic	18	59077	4.98	0	Unknown
ec124	chr10:34705112-34726707_-	21596	1	cyclic	28	115205	5.33	0	Unknown
ec125	chr9:108174838-108175226_+	389	1	cyclic	8	28983	74.51	0	Unknown
ec126	chr8:9580106-9580840_-	735	1	cyclic	3	6316	8.59	0	Unknown
ec127	chr19:15334821-15335538_+	718	1	cyclic	1	5654	7.87	0	Unknown
ec128	chr16:5463203-5464266_+	1064	1	cyclic	2	36142	33.97	0	Unknown
ec129	chr5:105395239-105396009_-	771	1	cyclic	3	14364	18.63	0	Unknown
ec130	chr5:72950336-72986051_-	35716	1	cyclic	63	399778	11.19	0	Unknown
ec131	chr11:72337746-72338087_-	342	1	cyclic	3	32264	94.34	0	Unknown
ec132	chr18:31794385-31794739_-	355	1	cyclic	1	10600	29.86	0	Unknown
ec133	chr19:26787765-26788449_+	685	1	cyclic	3	20948	30.58	0	Unknown
ec134	chr14:46584981-46587457_-	2477	1	cyclic	4	16760	6.77	0	Unknown
ec135	chr5:139678652-139679758_-	1107	1	cyclic	4	29111	26.30	0	Unknown
ec136	chr16:35116549-35118084_+	1536	1	cyclic	1	15253	9.93	0	Unknown
ec137	chr3:112123618-112124988_-	1371	1	cyclic	4	9458	6.90	0	Unknown
ec138	chr5:92761139-92761703_+	565	1	cyclic	4	45139	79.89	0	Unknown
ec139	chr6:141140556-141142144_+	1589	1	cyclic	2	19535	12.29	0	Unknown
ec140	chr10:44090772-44091132_-	361	1	cyclic	10	26964	74.69	0	Unknown
ec141	chr6:39657091-39657418_+	328	1	cyclic	2	5249	16.00	0	Unknown
ec142	chr19:5841182-5841767_-	586	1	cyclic	1	3493	5.96	0	Unknown
ec143	chr10:40940479-40941282_+	804	1	cyclic	10	82067	102.07	0	Unknown
ec144	chr4:58894734-58895076_-	343	1	cyclic	22	51754	150.89	0	Unknown
ec145	chr18:64066436-64068522_-	2087	1	cyclic	4	12017	5.76	0	Unknown
ec146	chr7:65515364-65515589_-,chr3:130699908-130700113_+	432	2	cyclic	1	10278	23.79	0	Unknown
ec147	chr1:170691755-170693037_+	1283	1	cyclic	5	25623	19.97	0	Unknown
ec148	chr11:99903392-99903794_+	403	1	cyclic	4	2158	5.35	0	Unknown
ec149	chr6:136640656-136641039_-	384	1	cyclic	59	132304	344.54	0	Unknown
ec150	chr6:53578619-53579003_-	385	1	cyclic	73	166999	433.76	0	Unknown
ec151	chr15:39874906-39876638_+	1733	1	cyclic	4	9287	5.36	0	Unknown
ec152	chr8:84217888-84218621_-	734	1	cyclic	2	5422	7.39	0	Unknown
ec153	chr10:105169060-105169401_-	342	1	cyclic	4	16616	48.58	0	Unknown
ec154	chr7:46141099-46141824_-	726	1	cyclic	1	52066	71.72	0	Unknown
ec155	chr13:75643654-75644034_-	381	1	cyclic	16	80918	212.38	0	Unknown
ec156	chr9:14863456-14863820_-	365	1	cyclic	3	18112	49.62	0	Unknown
ec157	chr10:127698162-127698540_-	379	1	cyclic	13	94679	249.81	0	Unknown
ec158	chr4:55557332-55557683_-	352	1	cyclic	31	149517	424.76	0	Unknown
ec159	chr17:15176578-15176786_-,chr8:108774099-108774426_+,chr3:41266660-41266876_+	754	3	cyclic	2	6801	9.02	0	Unknown
ec160	chr14:79363491-79363843_-	353	1	cyclic	2	10432	29.55	0	Unknown
ec161	chr12:75887023-75887559_-	537	1	cyclic	1	12507	23.29	0	Unknown
ec162	chr3:50268290-50269263_-	974	1	cyclic	6	10278	10.55	0	Unknown
ec163	chr4:127335670-127345250_-	9581	1	cyclic	13	71440	7.46	0	Unknown
ec164	chr8:108109997-108110324_+	328	1	cyclic	1	4541	13.84	0	Unknown
ec165	chr9:111046236-111046613_+	378	1	cyclic	2	5915	15.65	0	Unknown
ec166	chr16:92676993-92680856_+	3864	1	cyclic	6	17284	4.47	0	Unknown
ec167	chr5:128405747-128406440_+,chr1:56218901-56219237_+	1031	2	cyclic	5	16292	15.80	0	Unknown
ec168	chr8:124450185-124450887_+	703	1	cyclic	2	17071	24.28	0	Unknown
ec169	chrX:131385076-131385835_+	760	1	cyclic	2	10421	13.71	0	Unknown
ec170	chr4:139368403-139369059_+	657	1	cyclic	2	9239	14.06	0	Unknown
ec171	chr15:101130059-101130508_+	450	1	cyclic	20	75681	168.18	0	Unknown
ec172	chr10:18423150-18430009_+	6860	1	cyclic	4	45556	6.64	0	Unknown
ec173	chr10:46471879-46472405_+	527	1	cyclic	5	20038	38.02	0	Unknown
ec174	chr11:81954578-81955109_+	532	1	cyclic	2	27879	52.40	0	Unknown
ec175	chr19:20255365-20256598_-,chr2:10532358-10532937_-,chr9:37615219-37615550_-	2146	3	cyclic	2	67412	31.41	0	Unknown
ec176	chr5:77890579-77890941_-	363	1	cyclic	2	30352	83.61	0	Unknown
ec177	chr6:122125855-122126737_-	883	1	cyclic	5	33449	37.88	0	Unknown
ec178	chr1:172936098-172936664_+	567	1	cyclic	27	96441	170.09	0	Unknown
ec179	chr2:71974815-71975067_-	253	1	cyclic	27	97908	386.99	0	Unknown
ec180	chr1:135172189-135172749_+	561	1	cyclic	3	18892	33.68	0	Unknown
ec181	chr12:10568881-10569586_-	706	1	cyclic	1	6914	9.79	0	Unknown
ec182	chr15:28857105-28857497_-	393	1	cyclic	1	2355	5.99	0	Unknown
ec183	chr3:58569458-58570941_-	1484	1	cyclic	6	14889	10.03	0	Unknown
ec184	chr2:102455571-102456128_+	558	1	cyclic	39	116368	208.54	0	Unknown
ec185	chr6:84076031-84077072_+	1042	1	cyclic	4	30938	29.69	0	Unknown
ec186	chr3:108984501-108984873_+	373	1	cyclic	60	200171	536.65	0	Unknown
ec187	chr3:122183854-122184229_-	376	1	cyclic	1	2255	6.00	0	Unknown
ec188	chr7:36306017-36306354_+	338	1	cyclic	113	343961	1017.64	0	Unknown
ec189	chr4:155867466-155867882_-	417	1	cyclic	3	8542	20.48	0	Unknown
ec190	chr17:47315644-47316328_+	685	1	cyclic	1	31201	45.55	0	Unknown
ec191	chr1:166131825-166132945_+	1121	1	cyclic	8	28135	25.10	0	Unknown
ec192	chr4:51145068-51145739_-	672	1	cyclic	3	15757	23.45	0	Unknown
ec193	chr7:70878760-70879877_-	1118	1	cyclic	3	6116	5.47	0	Unknown
ec194	chr19:24782516-24785204_+	2689	1	cyclic	6	48724	18.12	0	Unknown
ec195	chr5:65694791-65695139_-	349	1	cyclic	6	34603	99.15	0	Unknown
ec196	chr11:16166556-16166954_-	399	1	cyclic	130	456627	1144.43	0	Unknown
ec197	chr15:99027375-99027874_-,chr8:17018810-17019364_+	1055	2	cyclic	1	35406	33.56	0	Unknown
ec198	chr4:59069404-59069954_+	551	1	cyclic	3	15153	27.50	0	Unknown
ec199	chr2:39409634-39411186_+,chr2:47671241-47671977_+	2290	2	cyclic	14	115468	50.42	0	Unknown
ec200	chr16:37340213-37341507_-	1295	1	cyclic	3	7396	5.71	0	Unknown
ec201	chr9:96204816-96205167_+	352	1	cyclic	20	98078	278.63	0	Unknown
ec202	chr2:125265692-125268582_+	2891	1	cyclic	3	24610	8.51	0	Unknown
ec203	chr3:51855137-51855539_+	403	1	cyclic	12	12518	31.06	0	Unknown
ec204	chr2:116872062-116872418_-	357	1	cyclic	67	168683	472.50	0	Unknown
ec205	chr8:123087865-123088222_+	358	1	cyclic	311	954294	2665.63	0	Unknown
ec206	chr11:79713800-79714373_+,chr4:8837358-8837559_-	776	2	cyclic	3	5311	6.84	0	Unknown
ec207	chr10:61827264-61827948_-	685	1	cyclic	1	8165	11.92	0	Unknown
ec208	chr6:52369533-52369788_+,chrX:134898349-134898874_-,chr2:77949638-77950301_-	1446	3	non-cyclic	4	21572	14.92	0	Unknown
ec209	chr14:62137993-62138365_+	373	1	cyclic	4	7515	20.15	0	Unknown
ec210	chr16:30612412-30614328_+	1917	1	cyclic	6	19145	9.99	0	Unknown
ec211	chr10:100065808-100068139_+	2332	1	cyclic	12	107457	46.08	0	Unknown
ec212	chr16:56470548-56471839_-,chr7:10091023-10091618_-	1888	2	non-cyclic	10	57632	30.53	0	Unknown
ec213	chr9:106194634-106194991_+	358	1	cyclic	42	274198	765.92	0	Unknown
ec214	chr2:71970029-71971362_+	1334	1	cyclic	1	15807	11.85	0	Unknown
ec215	chr1:64778014-64778819_+	806	1	cyclic	1	12817	15.90	0	Unknown
ec216	chr11:112601956-112602693_-	738	1	cyclic	1	5900	7.99	0	Unknown
ec217	chr18:4819754-4820494_-	741	1	cyclic	2	39089	52.75	0	Unknown
ec218	chr1:132907705-132908812_-	1108	1	cyclic	9	41181	37.17	0	Unknown
ec219	chr3:77909203-77910317_-	1115	1	cyclic	9	46114	41.36	0	Unknown
ec220	chr2:153874218-153876097_-	1880	1	cyclic	5	49001	26.06	0	Unknown
ec221	chr15:44352149-44353905_-,chrX:152476367-152476620_-	2011	2	cyclic	4	10881	5.41	0	Unknown
ec222	chr19:14708608-14709217_+	610	1	cyclic	7	19958	32.72	0	Unknown
ec223	chr16:85877631-85877985_+	355	1	cyclic	1	17890	50.39	0	Unknown
ec224	chr13:99367081-99367450_-	370	1	cyclic	2	3661	9.89	0	Unknown
ec225	chrX:52589177-52589557_-	381	1	cyclic	1	5265	13.82	0	Unknown
ec226	chr9:105547217-105548681_+	1465	1	cyclic	2	7192	4.91	0	Unknown
ec227	chr2:27857024-27857814_+	791	1	cyclic	5	6243	7.89	0	Unknown
ec228	chr8:105160601-105161432_-	832	1	cyclic	3	6438	7.74	0	Unknown
ec229	chrX:136251490-136252231_+,chr4:154391506-154392041_-	1278	2	cyclic	1	7636	5.97	0	Unknown
ec230	chr18:62447720-62448047_-,chr8:48657177-48658245_-	1397	2	cyclic	20	76261	54.59	0	Unknown
ec231	chr14:105575697-105576480_+	784	1	cyclic	3	13266	16.92	0	Unknown
ec232	chr8:84294799-84295372_+	574	1	cyclic	2	39196	68.29	0	Unknown
ec233	chr14:10098544-10099066_+	523	1	cyclic	3	22490	43.00	0	Unknown
ec234	chr6:100372624-100373371_+	748	1	cyclic	6	8937	11.95	0	Unknown
ec235	chr4:124584672-124585060_-	389	1	cyclic	133	386357	993.21	0	Unknown
ec236	chr12:79133526-79134111_+	586	1	cyclic	2	31976	54.57	0	Unknown
ec237	chr16:18015040-18015935_-	896	1	cyclic	26	127773	142.60	0	Unknown
ec238	chr1:136402468-136403596_+	1129	1	cyclic	12	36599	32.42	0	Unknown
ec239	chr7:71299558-71299900_+	343	1	cyclic	17	40399	117.78	0	Unknown
ec240	chr13:112594945-112595947_-	1003	1	cyclic	2	8965	8.94	0	Unknown
ec241	chr14:30076619-30077495_-	877	1	cyclic	40	211685	241.37	0	Unknown
ec242	chr17:81591096-81592175_-	1080	1	cyclic	4	6302	5.84	0	Unknown
ec243	chr10:66283341-66283712_+	372	1	cyclic	59	261324	702.48	0	Unknown
ec244	chr11:94742571-94743244_+	674	1	cyclic	11	83180	123.41	0	Unknown
ec245	chr10:79104566-79104968_-	403	1	cyclic	1	3225	8.00	0	Unknown
ec246	chr15:24550368-24552017_-	1650	1	cyclic	4	41943	25.42	0	Unknown
ec247	chr3:59430712-59431457_+	746	1	cyclic	14	37871	50.77	0	Unknown
ec248	chr4:123953451-123953799_+	349	1	cyclic	1	11080	31.75	0	Unknown
ec249	chr2:64385047-64386175_-	1129	1	cyclic	1	6729	5.96	0	Unknown
ec250	chr2:73522580-73523225_+	646	1	cyclic	1	10177	15.75	0	Unknown
ec251	chr8:3650632-3651342_-	711	1	cyclic	1	11219	15.78	0	Unknown
ec252	chr14:118985453-118986796_-	1344	1	cyclic	6	14718	10.95	0	Unknown
ec253	chr12:21480570-21482382_+	1813	1	cyclic	7	49527	27.32	0	Unknown
ec254	chr12:9168731-9169044_+	314	1	cyclic	8	33778	107.57	0	Unknown
ec255	chr1:12510110-12510472_-,chr1:138656687-138657021_-	698	2	cyclic	1	4174	5.98	0	Unknown
ec256	chr5:76152673-76153583_+,chr10:113311312-113311871_+	1471	2	cyclic	8	14046	9.55	0	Unknown
ec257	chr17:49762490-49762852_+	363	1	cyclic	1	22746	62.66	0	Unknown
ec258	chr4:136403051-136403409_-	359	1	cyclic	43	173453	483.16	0	Unknown
ec259	chr10:66833005-66834066_-	1062	1	cyclic	16	105334	99.18	0	Unknown
ec260	chr11:22512851-22513177_-	327	1	cyclic	1	1713	5.24	0	Unknown
ec261	chr6:64216599-64216985_+	387	1	cyclic	4	13077	33.79	0	Unknown
ec262	chr12:15687529-15688265_-	737	1	cyclic	1	33757	45.80	0	Unknown
ec263	chr13:97529895-97530276_+	382	1	cyclic	31	107957	282.61	0	Unknown
ec264	chr7:54553904-54554281_-	378	1	cyclic	16	39481	104.45	0	Unknown
ec265	chr3:86274262-86274639_+	378	1	cyclic	2	2251	5.96	0	Unknown
ec266	chr8:49163036-49163413_+	378	1	cyclic	1	2079	5.50	0	Unknown
ec267	chr3:60473127-60473929_-	803	1	cyclic	2	4717	5.87	0	Unknown
ec268	chr8:70174137-70174885_+	749	1	cyclic	1	7475	9.98	0	Unknown
ec269	chr6:123333730-123334114_+	385	1	cyclic	1	5361	13.92	0	Unknown
ec270	chr13:27228465-27228822_-,chr1:129581186-129581605_+	778	2	cyclic	2	17955	23.08	0	Unknown
ec271	chr1:38245038-38245428_+	391	1	cyclic	1	44222	113.10	0	Unknown
ec272	chr9:22162129-22162495_+	367	1	cyclic	22	59731	162.75	0	Unknown
ec273	chr11:86390848-86391199_+	352	1	cyclic	5	9178	26.07	0	Unknown
ec274	chr15:16158374-16158762_+	389	1	cyclic	7	43085	110.76	0	Unknown
ec275	chr9:88292931-88293643_+	713	1	cyclic	1	9953	13.96	0	Unknown
ec276	chr2:118981975-118982379_-	405	1	cyclic	2	6315	15.59	0	Unknown
ec277	chr19:58867611-58867968_-	358	1	cyclic	1	53235	148.70	0	Unknown
ec278	chr12:57305277-57307441_+,chr19:4863607-4864745_-	3304	2	cyclic	6	25210	7.63	0	Unknown
ec279	chr7:112682799-112683753_-	955	1	cyclic	230	528131	553.02	0	Unknown
ec280	chr13:106703049-106704075_-	1027	1	cyclic	10	41556	40.46	0	Unknown
ec281	chr4:149811580-149811788_-	209	1	cyclic	1	11863	56.76	0	Unknown
ec282	chr6:3677923-3678572_+	650	1	cyclic	20	67327	103.58	0	Unknown
ec283	chr2:69386996-69387268_-,chr8:79874535-79875010_+	749	2	cyclic	12	65784	87.83	0	Unknown
ec284	chr13:67770522-67773678_+	3157	1	cyclic	2	25703	8.14	0	Unknown
ec285	chr15:64153084-64154743_-	1660	1	cyclic	2	47720	28.75	0	Unknown
ec286	chr19:45426981-45427526_-	546	1	cyclic	1	8721	15.97	0	Unknown
ec287	chr1:66513821-66514248_-	428	1	cyclic	2	16273	38.02	0	Unknown
ec288	chr3:102268778-102269118_+	341	1	cyclic	1	2038	5.98	0	Unknown
ec289	chr12:117089684-117090757_+	1074	1	cyclic	2	11111	10.35	0	Unknown
ec290	chr3:84168393-84168734_-	342	1	cyclic	1	2733	7.99	0	Unknown
ec291	chr3:123470208-123471141_+	934	1	cyclic	52	238523	255.38	0	Unknown
ec292	chr5:91518980-91519325_+	346	1	cyclic	1	6173	17.84	0	Unknown
ec293	chr6:122036453-122036801_-	349	1	cyclic	1	1751	5.02	0	Unknown
ec294	chr4:27629946-27631893_+	1948	1	cyclic	5	51187	26.28	0	Unknown
ec295	chr16:85204993-85205357_+	365	1	cyclic	68	281523	771.30	0	Unknown
ec296	chr18:13310267-13310831_-	565	1	cyclic	1	3290	5.82	0	Unknown
ec297	chr1:179650113-179650471_-	359	1	cyclic	3	42994	119.76	0	Unknown
ec298	chr11:6395585-6396933_+	1349	1	cyclic	1	42895	31.80	0	Unknown
ec299	chr2:148158967-148159844_-	878	1	cyclic	3	19520	22.23	0	Unknown
ec300	chr6:115999626-116000446_-	821	1	cyclic	8	44929	54.72	0	Unknown
ec301	chr5:123854110-123854475_+	366	1	cyclic	57	138448	378.27	0	Unknown
ec302	chr6:68746065-68747176_-	1112	1	cyclic	11	46181	41.53	0	Unknown
ec303	chrX:167345450-167346925_-,chr11:3764639-3765164_-	2002	2	non-cyclic	9	16731	8.36	0	Unknown
ec304	chr15:77462468-77463276_+	809	1	cyclic	6	22794	28.18	0	Unknown
ec305	chr6:143175825-143186044_-	10220	1	cyclic	14	108710	10.64	0	Unknown
ec306	chr3:51869988-51870344_-	357	1	cyclic	1	25251	70.73	0	Unknown
ec307	chr12:91249068-91250358_+,chr12:24622854-24624220_-	2658	2	cyclic	11	36723	13.82	0	Unknown
ec308	chr18:13187571-13188160_-	590	1	cyclic	1	4674	7.92	0	Unknown
ec309	chr2:59789020-59789788_+	769	1	cyclic	1	4619	6.01	0	Unknown
ec310	chr11:58465698-58466586_-	889	1	cyclic	6	19835	22.31	0	Unknown
ec311	chr18:68737780-68738530_+	751	1	cyclic	1	7438	9.90	0	Unknown
