id	merge_region	merge_len	num_region	eccdna_status	numreads	totalbase	coverage	consensus_len	consensus_status
ec65	chr13:104625407-104631656_-	6250	1	cyclic	126	528115	84.50	0	Unknown
ec66	chr16:22502010-22504920_+	2911	1	cyclic	62	296142	101.73	0	Unknown
ec67	chr13:77039870-77052615_-	12746	1	cyclic	190	739296	58.00	0	Unknown
ec68	chr1:106169956-106171277_+	1322	1	cyclic	28	90670	68.59	0	Unknown
ec69	chr12:10441395-10447513_+	6119	1	cyclic	236	878342	143.54	0	Unknown
ec70	chr7:95094938-95100011_-	5074	1	cyclic	1681	5730549	1129.39	0	Unknown
ec71	chr6:136849582-136850309_-	728	1	cyclic	1	7295	10.02	0	Unknown
ec72	chr8:90177255-90184787_+	7533	1	cyclic	226	1089410	144.62	0	Unknown
ec73	chr11:69582563-69586704_-	4142	1	cyclic	277	931669	224.93	0	Unknown
ec74	chr4:110057169-110062928_+	5760	1	cyclic	1010	4116928	714.74	0	Unknown
ec75	chr3:63012820-63014167_+	1348	1	cyclic	872	2802225	2078.80	0	Unknown
ec76	chr4:120873438-120878008_-	4571	1	cyclic	51	214086	46.84	0	Unknown
ec77	chr11:70422412-70424053_-	1642	1	cyclic	98	344397	209.74	0	Unknown
ec78	chr2:142058411-142070101_+	11691	1	cyclic	110	364430	31.17	0	Unknown
ec79	chr13:96060904-96062391_+	1488	1	cyclic	73	250474	168.33	0	Unknown
ec80	chr10:126394537-126397098_+	2562	1	cyclic	698	2859254	1116.02	0	Unknown
ec81	chr5:135927162-135934470_-	7309	1	cyclic	3350	15204290	2080.21	0	Unknown
ec82	chr8:75373772-75375526_+	1755	1	cyclic	29	118830	67.71	0	Unknown
ec83	chr9:95283198-95291793_-	8596	1	cyclic	420	1820890	211.83	0	Unknown
ec84	chr8:5703782-5711915_-	8134	1	cyclic	893	3465604	426.06	0	Unknown
ec85	chr4:153639909-153641126_+	1218	1	cyclic	14	78391	64.36	0	Unknown
ec86	chr2:162865871-162869303_+	3433	1	cyclic	76	313548	91.33	0	Unknown
ec87	chr14:97652329-97659778_-	7450	1	cyclic	113	396472	53.22	0	Unknown
ec88	chr18:39545236-39547756_+	2521	1	cyclic	792	2888330	1145.71	0	Unknown
ec89	chr2:59341872-59344632_+	2761	1	cyclic	147	587968	212.95	0	Unknown
ec90	chr12:44438427-44441702_+	3276	1	cyclic	98	370000	112.94	0	Unknown
ec91	chr13:44833593-44842309_+	8717	1	cyclic	482	2022094	231.97	0	Unknown
ec92	chr1:23062255-23065281_-	3027	1	cyclic	139	514457	169.96	0	Unknown
ec93	chr18:69033901-69036325_+	2425	1	cyclic	9	30808	12.70	0	Unknown
ec94	chr15:53543356-53556747_+	13392	1	cyclic	937	4992505	372.80	0	Unknown
ec95	chr10:21657685-21658118_+	434	1	cyclic	3	18431	42.47	0	Unknown
ec96	chr2:53818848-53820694_-	1847	1	cyclic	26	71326	38.62	0	Unknown
ec97	chr4:107822370-107827833_-	5464	1	cyclic	164	511546	93.62	0	Unknown
ec98	chr1:194376709-194377447_-	739	1	cyclic	774	3801758	5144.46	0	Unknown
ec99	chr11:95333165-95334584_-	1420	1	cyclic	11	61704	43.45	0	Unknown
ec100	chrX:5723464-5724347_+	884	1	cyclic	312	1420053	1606.39	0	Unknown
ec101	chr5:12418064-12425313_-	7250	1	cyclic	195	723611	99.81	0	Unknown
ec102	chr7:16641189-16645452_-	4264	1	cyclic	65	234509	55.00	0	Unknown
ec103	chr16:5846727-5854484_+	7758	1	cyclic	192	672035	86.62	0	Unknown
ec104	chrX:128719458-128732840_+	13383	1	cyclic	1827	9812948	733.24	0	Unknown
ec105	chr3:98846999-98849394_+	2396	1	cyclic	8	18950	7.91	0	Unknown
ec106	chr5:109085509-109090816_+	5308	1	cyclic	32	142702	26.88	0	Unknown
ec107	chr7:15806702-15813807_+	7106	1	cyclic	45	187331	26.36	0	Unknown
ec108	chr10:55749452-55756325_+	6874	1	cyclic	541	2547068	370.54	0	Unknown
ec109	chr13:112602024-112606217_+	4194	1	cyclic	148	451842	107.74	0	Unknown
ec110	chr6:110977903-110983534_+	5632	1	cyclic	147	537892	95.51	0	Unknown
ec111	chr17:37603655-37610478_+	6824	1	cyclic	181	597534	87.56	0	Unknown
ec112	chr1:169959391-169960855_-	1465	1	cyclic	614	2500496	1706.82	0	Unknown
ec113	chr17:91216608-91229565_+	12958	1	cyclic	119	447900	34.57	0	Unknown
ec114	chr10:12812553-12820037_-	7485	1	cyclic	543	2619136	349.92	0	Unknown
ec115	chr11:89540703-89547012_-	6310	1	cyclic	20	67033	10.62	0	Unknown
ec116	chr3:69721401-69725687_+	4287	1	cyclic	403	1480830	345.42	0	Unknown
ec117	chr12:3400028-3401073_+	1046	1	cyclic	49	169088	161.65	0	Unknown
ec118	chr1:65186233-65193115_+	6883	1	cyclic	5771	22875167	3323.43	0	Unknown
ec119	chr17:26201048-26204986_+	3939	1	cyclic	7	22981	5.83	0	Unknown
ec120	chr14:52155764-52157421_-	1658	1	cyclic	44	111102	67.01	0	Unknown
ec121	chr6:94141895-94142441_+	547	1	cyclic	4	26993	49.35	0	Unknown
ec122	chr1:84922212-84924282_-	2071	1	cyclic	24	66794	32.25	0	Unknown
ec123	chr4:120558455-120563391_-	4937	1	cyclic	46	205200	41.56	0	Unknown
ec124	chr11:66725624-66735912_+	10289	1	cyclic	450	2020533	196.38	0	Unknown
ec125	chr15:22014141-22014579_-	439	1	cyclic	106	472290	1075.83	0	Unknown
ec126	chr2:137215356-137218273_+	2918	1	cyclic	14	22343	7.66	0	Unknown
ec127	chr1:128157470-128170144_+	12675	1	cyclic	1256	5529733	436.27	0	Unknown
ec128	chr13:119491917-119494985_-	3069	1	cyclic	45	184312	60.06	0	Unknown
ec129	chr19:8189871-8192265_+	2395	1	cyclic	561	1946343	812.67	0	Unknown
ec130	chr8:79667085-79670626_+	3542	1	cyclic	681	2547207	719.14	0	Unknown
ec131	chr18:52340867-52348867_-	8001	1	cyclic	340	1658978	207.35	0	Unknown
ec132	chr16:30323349-30339205_-	15857	1	cyclic	723	3413865	215.29	0	Unknown
ec133	chr8:18924438-18939787_+	15350	1	cyclic	782	4330339	282.11	0	Unknown
ec134	chr1:51792136-51793341_-	1206	1	cyclic	280	799172	662.66	0	Unknown
ec135	chrX:73061442-73070518_-	9077	1	cyclic	57	277141	30.53	0	Unknown
ec136	chr8:31506418-31509478_-	3061	1	cyclic	370	1454538	475.18	0	Unknown
ec137	chr15:32564190-32571852_+	7663	1	cyclic	561	2836783	370.19	0	Unknown
ec138	chr3:142821390-142826630_+	5241	1	cyclic	798	3112760	593.92	0	Unknown
ec139	chr7:42025393-42030253_-	4861	1	cyclic	24	82130	16.90	0	Unknown
ec140	chr19:56008358-56015245_-	6888	1	cyclic	887	3663230	531.83	0	Unknown
ec141	chr3:10303865-10307795_+	3931	1	cyclic	39	119585	30.42	0	Unknown
ec142	chr12:118808744-118809507_-	764	1	cyclic	22	55589	72.76	0	Unknown
ec143	chr1:91168187-91169227_+	1041	1	cyclic	67	210728	202.43	0	Unknown
ec144	chr10:51639006-51647319_-	8314	1	cyclic	90	438414	52.73	0	Unknown
ec145	chr3:91074148-91076465_-	2318	1	cyclic	319	1319635	569.30	0	Unknown
ec146	chr1:36713056-36717866_+	4811	1	cyclic	15	72000	14.97	0	Unknown
ec147	chr4:108863480-108864288_-	809	1	cyclic	130	525456	649.51	0	Unknown
ec148	chr4:22766216-22768733_+	2518	1	cyclic	227	802725	318.79	0	Unknown
ec149	chr13:96338061-96342617_-	4557	1	cyclic	401	1635405	358.88	0	Unknown
ec150	chr17:11924400-11926705_-	2306	1	cyclic	47	164386	71.29	0	Unknown
ec151	chr5:35024309-35034280_+	9972	1	cyclic	56	403083	40.42	0	Unknown
ec152	chr17:26419071-26427011_+	7941	1	cyclic	131	495784	62.43	0	Unknown
ec153	chr8:121759889-121765450_-	5562	1	cyclic	83	392351	70.54	0	Unknown
ec154	chr18:73678806-73684435_+	5630	1	cyclic	30	73221	13.01	0	Unknown
ec155	chr5:21371740-21376436_+	4697	1	cyclic	68	302138	64.33	0	Unknown
ec156	chr4:74922821-74928395_+	5575	1	cyclic	51	133358	23.92	0	Unknown
ec157	chr3:41583365-41586544_-	3180	1	cyclic	168	747620	235.10	0	Unknown
ec158	chr18:53279998-53281219_-	1222	1	cyclic	43	130793	107.03	0	Unknown
ec159	chr10:21817469-21817767_+	299	1	cyclic	1920	6235690	20855.15	0	Unknown
ec160	chr12:6148449-6166381_-	17933	1	cyclic	283	1298234	72.39	0	Unknown
ec161	chr19:10594768-10604979_+	10212	1	cyclic	67	279690	27.39	0	Unknown
ec162	chr16:86354993-86362705_-	7713	1	cyclic	1217	5771359	748.26	0	Unknown
ec163	chr5:118149133-118151390_+	2258	1	cyclic	8	34517	15.29	0	Unknown
ec164	chr14:114023525-114029954_+	6430	1	cyclic	447	1513878	235.44	0	Unknown
ec165	chr12:75648641-75657459_+	8819	1	cyclic	915	3571989	405.03	0	Unknown
ec166	chr4:154003243-154018565_+	15323	1	cyclic	715	4372590	285.36	0	Unknown
ec167	chr4:68402257-68416409_+	14153	1	cyclic	1334	4876430	344.55	0	Unknown
ec168	chr11:54057491-54065446_-	7956	1	cyclic	54	312114	39.23	0	Unknown
ec169	chr5:31980726-31984413_+	3688	1	cyclic	33	84515	22.92	0	Unknown
ec170	chr7:78222899-78242628_+	19730	1	cyclic	2297	12358399	626.38	0	Unknown
ec171	chr6:140604584-140605229_-	646	1	cyclic	347	1288945	1995.27	0	Unknown
ec172	chr15:56586213-56589667_+	3455	1	cyclic	460	1421935	411.56	0	Unknown
ec173	chr4:17848538-17849146_-	609	1	cyclic	516	2157413	3542.55	0	Unknown
ec174	chr11:29222026-29226493_+	4468	1	cyclic	84	245929	55.04	0	Unknown
ec175	chr13:98130383-98147946_+	17564	1	cyclic	142	513082	29.21	0	Unknown
ec176	chr8:18974874-18982384_-	7511	1	cyclic	464	1820047	242.32	0	Unknown
ec177	chr15:6774249-6782067_+	7819	1	cyclic	321	1477223	188.93	0	Unknown
ec178	chr2:150549710-150558230_+	8521	1	cyclic	928	4336639	508.94	0	Unknown
ec179	chr10:39356589-39358981_+	2393	1	cyclic	22	60541	25.30	0	Unknown
ec180	chr4:129043311-129049612_+	6302	1	cyclic	40	133857	21.24	0	Unknown
ec181	chr2:160877895-160878856_-	962	1	cyclic	7	12551	13.05	0	Unknown
ec182	chr9:37213777-37221931_+	8155	1	cyclic	60	236199	28.96	0	Unknown
ec183	chr10:61727555-61735932_+	8378	1	cyclic	729	3018020	360.23	0	Unknown
ec184	chr6:117130357-117134680_-	4324	1	cyclic	80	332690	76.94	0	Unknown
ec185	chr8:122523743-122524091_+	349	1	cyclic	14	60556	173.51	0	Unknown
ec186	chr17:79029541-79031704_-	2164	1	cyclic	65	188440	87.08	0	Unknown
ec187	chr12:76278438-76280783_+	2346	1	cyclic	28	117588	50.12	0	Unknown
ec188	chr2:6653154-6658774_-	5621	1	cyclic	175	580677	103.30	0	Unknown
ec189	chr5:66351087-66353387_-	2301	1	cyclic	10	26565	11.54	0	Unknown
ec190	chr5:100598042-100601848_+	3807	1	cyclic	191	510516	134.10	0	Unknown
ec191	chr3:148338568-148346167_-	7600	1	cyclic	620	2327014	306.19	0	Unknown
ec192	chr10:47919174-47920969_-	1796	1	cyclic	40	101787	56.67	0	Unknown
ec193	chr3:151227317-151234380_+	7064	1	cyclic	231	977391	138.36	0	Unknown
ec194	chr6:52736052-52742708_-	6657	1	cyclic	21	76605	11.51	0	Unknown
ec195	chr12:10696284-10703026_-	6743	1	cyclic	33	147271	21.84	0	Unknown
ec196	chr8:107998122-107999595_+	1474	1	cyclic	23	110719	75.11	0	Unknown
ec197	chrX:37600760-37608759_+	8000	1	cyclic	226	1056516	132.06	0	Unknown
ec198	chr8:92733758-92735550_-	1793	1	cyclic	31	96022	53.55	0	Unknown
ec199	chr17:69860340-69860559_-	220	1	cyclic	1962	5958488	27084.04	0	Unknown
ec200	chr10:92268899-92270318_-	1420	1	cyclic	19	91397	64.36	0	Unknown
ec201	chr13:106258290-106259244_-	955	1	cyclic	43	171424	179.50	0	Unknown
ec202	chrX:132838585-132841015_+	2431	1	cyclic	148	240841	99.07	0	Unknown
ec203	chr1:79390639-79393025_+	2387	1	cyclic	25	60715	25.44	0	Unknown
ec204	chr10:123157044-123160949_-	3906	1	cyclic	156	534132	136.75	0	Unknown
ec205	chr2:85279822-85281288_+	1467	1	cyclic	6	20436	13.93	0	Unknown
ec206	chr3:90085091-90090226_-	5136	1	cyclic	274	980087	190.83	0	Unknown
ec207	chr9:114955234-114963875_-	8642	1	cyclic	146	507549	58.73	0	Unknown
ec208	chr4:119136221-119136680_-	460	1	cyclic	20	106476	231.47	0	Unknown
ec209	chr5:103436625-103437629_-	1005	1	cyclic	74	324783	323.17	0	Unknown
ec210	chr4:27147226-27154547_+	7322	1	cyclic	67	241585	32.99	0	Unknown
ec211	chr6:14948117-14952188_+	4072	1	cyclic	175	630082	154.74	0	Unknown
ec212	chr14:26878918-26887510_-	8593	1	cyclic	176	890992	103.69	0	Unknown
ec213	chr12:25304358-25306397_+	2040	1	cyclic	21	38081	18.67	0	Unknown
ec214	chr16:71422663-71429224_-	6562	1	cyclic	621	2439203	371.72	0	Unknown
ec215	chr14:86684069-86689606_+	5538	1	cyclic	89	368396	66.52	0	Unknown
ec216	chr14:28499087-28499972_-	886	1	cyclic	212	734270	828.75	0	Unknown
ec217	chr12:65427851-65432712_+	4862	1	cyclic	34	150326	30.92	0	Unknown
ec218	chr1:80513494-80520914_-	7421	1	cyclic	979	4023382	542.16	0	Unknown
ec219	chr2:91052923-91057889_-	4967	1	cyclic	274	1023077	205.97	0	Unknown
ec220	chr4:14090158-14096964_+	6807	1	cyclic	154	547642	80.45	0	Unknown
ec221	chr7:72066313-72073548_-	7236	1	cyclic	770	3858036	533.17	0	Unknown
ec222	chr11:103064948-103072677_-	7730	1	cyclic	175	703994	91.07	0	Unknown
ec223	chr12:51529331-51532345_+	3015	1	cyclic	345	1351447	448.24	0	Unknown
ec224	chr2:133830090-133832533_+	2444	1	cyclic	101	347108	142.02	0	Unknown
ec225	chr7:120705854-120708614_-	2761	1	cyclic	10	30540	11.06	0	Unknown
ec226	chr10:101958294-101960472_+	2179	1	cyclic	849	3515231	1613.23	0	Unknown
ec227	chr11:78722704-78726019_-	3316	1	cyclic	195	659622	198.92	0	Unknown
ec228	chr11:5720956-5722703_+	1748	1	cyclic	66	124385	71.16	0	Unknown
ec229	chr12:99888914-99890698_+,chr8:43130226-43136323_+	7883	2	cyclic	640	2659419	337.36	0	Unknown
ec230	chr12:14775910-14778174_-	2265	1	cyclic	38	114038	50.35	0	Unknown
ec231	chr5:108382595-108390657_-	8063	1	cyclic	348	1552861	192.59	0	Unknown
ec232	chr8:33685737-33687932_+	2196	1	cyclic	143	462069	210.41	0	Unknown
ec233	chr11:55011565-55014811_+	3247	1	cyclic	18	48001	14.78	0	Unknown
ec234	chr1:131933501-131936919_+	3419	1	cyclic	80	200458	58.63	0	Unknown
ec235	chr15:32665848-32675516_+	9669	1	cyclic	238	1264033	130.73	0	Unknown
ec236	chr6:124661522-124662734_-	1213	1	cyclic	60	156829	129.29	0	Unknown
ec237	chr1:149599085-149600644_-	1560	1	cyclic	470	2333893	1496.09	0	Unknown
ec238	chrX:38907202-38907633_-	432	1	cyclic	5	3183	7.37	0	Unknown
ec239	chr7:11093181-11097020_-	3840	1	cyclic	240	1108714	288.73	0	Unknown
ec240	chrX:78589238-78595390_+	6153	1	cyclic	1177	4334041	704.38	0	Unknown
ec241	chr17:73334737-73337844_-	3108	1	cyclic	277	863387	277.80	0	Unknown
ec242	chr5:92845715-92846288_-	574	1	cyclic	5	36455	63.51	0	Unknown
ec243	chr2:44328488-44329400_-	913	1	cyclic	8	15744	17.24	0	Unknown
ec244	chr15:7008615-7015211_-	6597	1	cyclic	136	474912	71.99	0	Unknown
ec245	chr9:15577474-15580346_+	2873	1	cyclic	220	892410	310.62	0	Unknown
ec246	chr7:30443699-30446953_+	3255	1	cyclic	57	178619	54.88	0	Unknown
ec247	chr19:37577720-37591369_-	13650	1	cyclic	987	4316366	316.22	0	Unknown
ec248	chr18:75729155-75734337_-	5183	1	cyclic	78	354070	68.31	0	Unknown
ec249	chr13:72516492-72518377_-	1886	1	cyclic	512	1607143	852.14	0	Unknown
ec250	chr7:92693479-92712816_-	19338	1	cyclic	1462	7405547	382.95	0	Unknown
ec251	chr7:96843367-96846583_-	3217	1	cyclic	73	331018	102.90	0	Unknown
ec252	chr13:22501129-22506903_+	5775	1	cyclic	145	631718	109.39	0	Unknown
ec253	chr17:67832667-67836178_+	3512	1	cyclic	170	592436	168.69	0	Unknown
ec254	chr11:75712104-75736022_-	23919	1	cyclic	496	2246464	93.92	0	Unknown
ec255	chr13:102666070-102678823_+	12754	1	cyclic	928	4283333	335.84	0	Unknown
ec256	chr9:98106881-98111766_+	4886	1	cyclic	24	78507	16.07	0	Unknown
ec257	chr3:90072438-90074221_-	1784	1	cyclic	21	94297	52.86	0	Unknown
ec258	chr1:174193598-174200030_+	6433	1	cyclic	41	221411	34.42	0	Unknown
ec259	chr7:126297134-126298451_+	1318	1	cyclic	63	352593	267.52	0	Unknown
ec260	chr9:27413095-27425766_+	12672	1	cyclic	644	3448756	272.16	0	Unknown
ec261	chr11:7004784-7007120_+	2337	1	cyclic	92	329773	141.11	0	Unknown
ec262	chr12:67200356-67202024_-	1669	1	cyclic	275	1178858	706.33	0	Unknown
ec263	chr13:71591968-71594721_+	2754	1	cyclic	8	27056	9.82	0	Unknown
ec264	chr12:58988546-59008146_+	19601	1	cyclic	482	2154727	109.93	0	Unknown
ec265	chr1:185102487-185105379_-	2893	1	cyclic	29	66946	23.14	0	Unknown
ec266	chr7:73284632-73288263_-	3632	1	cyclic	179	800164	220.31	0	Unknown
ec267	chr1:181927329-181927793_-	465	1	cyclic	90	354087	761.48	0	Unknown
ec268	chrX:70281321-70283345_+	2025	1	cyclic	77	319047	157.55	0	Unknown
ec269	chr19:59465650-59473896_-	8247	1	cyclic	174	611403	74.14	0	Unknown
ec270	chr18:77121684-77123870_+	2187	1	cyclic	29	64759	29.61	0	Unknown
ec271	chr10:50672413-50681556_+	9144	1	cyclic	421	1943559	212.55	0	Unknown
ec272	chr5:88219643-88221180_-,chr14:56105852-56106099_-	1786	2	cyclic	584	2605895	1459.07	0	Unknown
ec273	chr6:113563149-113569270_+	6122	1	cyclic	1223	5386796	879.91	0	Unknown
ec274	chr15:26795648-26798361_+	2714	1	cyclic	784	3202373	1179.95	0	Unknown
ec275	chr7:135232392-135234597_+	2206	1	cyclic	17	89081	40.38	0	Unknown
ec276	chr7:143559991-143560368_-	378	1	cyclic	22	70371	186.17	0	Unknown
ec277	chr19:24989376-25000358_-	10983	1	cyclic	1572	7258397	660.88	0	Unknown
ec278	chr12:76943107-76949952_+	6846	1	cyclic	99	462687	67.59	0	Unknown
ec279	chr6:107772870-107775802_+	2933	1	cyclic	99	318006	108.42	0	Unknown
ec280	chr14:86355031-86363068_-	8038	1	cyclic	152	731729	91.03	0	Unknown
ec281	chr4:57637196-57645376_+	8181	1	cyclic	1227	4736077	578.91	0	Unknown
ec282	chr16:20270089-20272520_+	2432	1	cyclic	195	663360	272.76	0	Unknown
ec283	chr4:151318167-151320356_+	2190	1	cyclic	24	82311	37.58	0	Unknown
ec284	chr7:97344411-97355571_-	11161	1	cyclic	423	2110371	189.08	0	Unknown
ec285	chr4:128570083-128571210_-	1128	1	cyclic	157	498937	442.32	0	Unknown
ec286	chr1:191489107-191491845_+	2739	1	cyclic	382	1500010	547.65	0	Unknown
ec287	chr19:4207643-4214817_-	7175	1	cyclic	34	184462	25.71	0	Unknown
ec288	chr7:80749762-80750786_+	1025	1	cyclic	437	1984095	1935.70	0	Unknown
ec289	chr18:65985113-65988252_+	3140	1	cyclic	68	191998	61.15	0	Unknown
ec290	chr2:102666840-102684535_-	17696	1	cyclic	901	4387060	247.91	0	Unknown
ec291	chr6:129935340-129937593_+	2254	1	cyclic	12	47712	21.17	0	Unknown
ec292	chr7:113559061-113563462_-	4402	1	cyclic	603	1900962	431.84	0	Unknown
ec293	chr19:49487534-49497683_-	10150	1	cyclic	329	1268660	124.99	0	Unknown
ec294	chrX:114984267-114986466_+	2200	1	cyclic	9	36892	16.77	0	Unknown
ec295	chr14:78386348-78398955_+	12608	1	cyclic	259	975701	77.39	0	Unknown
ec296	chr16:79303557-79309391_-	5835	1	cyclic	9	44751	7.67	0	Unknown
ec297	chr1:123145726-123150403_+	4678	1	cyclic	66	167183	35.74	0	Unknown
ec298	chr12:19645132-19645936_+	805	1	cyclic	10	17467	21.70	0	Unknown
ec299	chr11:39727542-39737584_+	10043	1	cyclic	1078	4203758	418.58	0	Unknown
ec300	chr5:44030000-44040480_+	10481	1	cyclic	38	174989	16.70	0	Unknown
ec301	chr13:82380270-82381370_-	1101	1	cyclic	8	21122	19.18	0	Unknown
ec302	chr2:105798430-105804757_+	6328	1	cyclic	95	345311	54.57	0	Unknown
ec303	chr2:76115493-76117491_-	1999	1	cyclic	124	370986	185.59	0	Unknown
ec304	chr12:104435729-104438597_-	2869	1	cyclic	158	630523	219.77	0	Unknown
ec305	chr12:6533715-6535571_+	1857	1	cyclic	82	312874	168.48	0	Unknown
ec306	chr17:73626415-73630626_-	4212	1	cyclic	37	126617	30.06	0	Unknown
ec307	chr4:34804078-34810052_+	5975	1	cyclic	118	452172	75.68	0	Unknown
ec308	chr5:72003576-72006080_+	2505	1	cyclic	145	446152	178.10	0	Unknown
ec309	chr4:54875126-54876755_+	1630	1	cyclic	508	2125855	1304.21	0	Unknown
ec310	chr11:63317033-63324183_+	7151	1	cyclic	114	435240	60.86	0	Unknown
ec311	chrX:78603558-78605911_+	2354	1	cyclic	63	214781	91.24	0	Unknown
