id	merge_region	merge_len	num_region	eccdna_status	numreads	totalbase	coverage	consensus_len	consensus_status
ec131	chr10:79912033-79913412_-	1380	1	cyclic	9	22033	15.97	0	Unknown
ec132	chr14:18996583-19000760_+	4178	1	cyclic	17	46677	11.17	0	Unknown
ec133	chr9:60862317-60863731_+	1415	1	cyclic	803	1953451	1380.53	0	Unknown
ec134	chr2:130410719-130413093_+	2375	1	cyclic	17	31018	13.06	0	Unknown
ec135	chr6:86104843-86112897_+	8055	1	cyclic	93	341802	42.43	0	Unknown
ec136	chr7:7332898-7346539_+	13642	1	cyclic	122	429780	31.50	0	Unknown
ec137	chr10:102302634-102317292_+	14659	1	cyclic	178	477195	32.55	0	Unknown
ec138	chr19:60620393-60621651_+	1259	1	cyclic	4	10360	8.23	0	Unknown
ec139	chr3:134168335-134170278_+	1944	1	cyclic	7	13175	6.78	0	Unknown
ec140	chr15:84802898-84814604_+	11707	1	cyclic	36	82271	7.03	0	Unknown
ec141	chr10:104256435-104263659_+	7225	1	cyclic	123	243672	33.73	0	Unknown
ec142	chrX:18051418-18052021_+	604	1	cyclic	42	86574	143.33	0	Unknown
ec143	chr6:75414752-75430884_+	16133	1	cyclic	137	296723	18.39	0	Unknown
ec144	chr5:67648483-67654934_+	6452	1	cyclic	27	81149	12.58	0	Unknown
ec145	chr2:58749405-58752656_+	3252	1	cyclic	9	30776	9.46	0	Unknown
ec146	chr8:29103442-29104022_+	581	1	cyclic	5	40857	70.32	0	Unknown
ec147	chr15:76122297-76123713_+	1417	1	cyclic	2	16882	11.91	0	Unknown
ec148	chr17:35495851-35509313_+	13463	1	cyclic	46	199586	14.82	0	Unknown
ec149	chr13:63154291-63161527_+	7237	1	cyclic	19	91126	12.59	0	Unknown
ec150	chr2:94476989-94484002_+	7014	1	cyclic	23	100074	14.27	0	Unknown
ec151	chr8:123029754-123030335_+	582	1	cyclic	3	24872	42.74	0	Unknown
ec152	chr15:3424697-3428303_+	3607	1	cyclic	31	156941	43.51	0	Unknown
ec153	chr6:98786437-98797116_+	10680	1	cyclic	149	461742	43.23	0	Unknown
ec154	chr1:190251562-190260482_+	8921	1	cyclic	159	546905	61.31	0	Unknown
ec155	chr16:44429719-44442592_+	12874	1	cyclic	87	304283	23.64	0	Unknown
ec156	chr7:84084587-84090999_+	6413	1	cyclic	31	80675	12.58	0	Unknown
ec157	chr2:153827960-153831646_+	3687	1	cyclic	22	50430	13.68	0	Unknown
ec158	chr3:13935723-13937079_+	1357	1	cyclic	5	9731	7.17	0	Unknown
ec159	chr10:93044221-93046923_+	2703	1	cyclic	41	122517	45.33	0	Unknown
ec160	chr12:75516352-75518578_+	2227	1	cyclic	43	108825	48.87	0	Unknown
ec161	chr5:120746252-120747061_+	810	1	cyclic	10	22926	28.30	0	Unknown
ec162	chrX:159924918-159928907_+	3990	1	cyclic	18	64120	16.07	0	Unknown
ec163	chr7:88471612-88479750_+	8139	1	cyclic	182	511037	62.79	0	Unknown
ec164	chr16:92273250-92276359_+	3110	1	cyclic	40	130273	41.89	0	Unknown
ec165	chr9:62738105-62740307_+	2203	1	cyclic	8	16931	7.69	0	Unknown
ec166	chr3:109008276-109020622_+	12347	1	cyclic	376	1160990	94.03	0	Unknown
ec167	chr1:15587141-15594927_+	7787	1	cyclic	31	112014	14.38	0	Unknown
ec168	chr11:86499816-86511849_+	12034	1	cyclic	150	430153	35.74	0	Unknown
ec169	chr1:37163251-37166070_+	2820	1	cyclic	25	49807	17.66	0	Unknown
ec170	chr5:135515951-135520082_+	4132	1	cyclic	11	25688	6.22	0	Unknown
ec171	chr11:120639919-120644986_+	5068	1	cyclic	39	109057	21.52	0	Unknown
ec172	chr6:87811347-87831348_+	20002	1	cyclic	32	146519	7.33	0	Unknown
ec173	chr6:5994329-6005894_+	11566	1	cyclic	178	667227	57.69	0	Unknown
ec174	chr5:79839560-79848088_+,chr5:79854954-79859837_+	13413	2	cyclic	23	48135	3.59	0	Unknown
ec175	chr18:79109699-79110824_+	1126	1	cyclic	6	33937	30.14	0	Unknown
ec176	chr4:103172727-103187363_+	14637	1	cyclic	155	535363	36.58	0	Unknown
ec177	chr11:20348567-20363067_+	14501	1	cyclic	177	620368	42.78	0	Unknown
ec178	chr3:10442362-10448639_+	6278	1	cyclic	55	147853	23.55	0	Unknown
ec179	chr7:100440441-100451847_+	11407	1	cyclic	62	221638	19.43	0	Unknown
ec180	chr12:28792172-28797607_+	5436	1	cyclic	54	139945	25.74	0	Unknown
ec181	chr6:137676337-137682859_+	6523	1	cyclic	66	265160	40.65	0	Unknown
ec182	chr18:73329978-73334249_+	4272	1	cyclic	84	214599	50.23	0	Unknown
ec183	chr2:138658268-138670330_+	12063	1	cyclic	33	129939	10.77	0	Unknown
ec184	chr13:47790316-47803018_+	12703	1	cyclic	42	124719	9.82	0	Unknown
ec185	chrX:16674991-16683864_+	8874	1	cyclic	122	311658	35.12	0	Unknown
ec186	chr9:66900924-66910100_+	9177	1	cyclic	45	153482	16.72	0	Unknown
ec187	chr15:73628508-73629438_+	931	1	cyclic	26	64623	69.41	0	Unknown
ec188	chr17:41694328-41703540_+	9213	1	cyclic	38	63018	6.84	0	Unknown
ec189	chr11:80850896-80857740_+	6845	1	cyclic	50	158267	23.12	0	Unknown
ec190	chr13:37536134-37540587_+	4454	1	cyclic	13	35937	8.07	0	Unknown
ec191	chr1:118957964-118959517_+	1554	1	cyclic	9	27063	17.42	0	Unknown
ec192	chr5:110112132-110139706_+	27575	1	cyclic	239	982851	35.64	0	Unknown
ec193	chr8:83772704-83775327_+	2624	1	cyclic	4	18371	7.00	0	Unknown
ec194	chr3:104959513-104977778_+	18266	1	cyclic	55	202517	11.09	0	Unknown
ec195	chr3:38982689-38985415_+	2727	1	cyclic	115	290631	106.58	0	Unknown
ec196	chr16:9780390-9786614_+	6225	1	cyclic	20	46757	7.51	0	Unknown
ec197	chr15:80510842-80515916_+	5075	1	cyclic	89	240002	47.29	0	Unknown
ec198	chr15:61989401-62002857_+	13457	1	cyclic	89	341152	25.35	0	Unknown
ec199	chr3:64979199-64992080_+	12882	1	cyclic	40	82787	6.43	0	Unknown
ec200	chr1:109042254-109059017_+	16764	1	cyclic	91	311408	18.58	0	Unknown
ec201	chr15:55014558-55020644_+	6087	1	cyclic	70	194426	31.94	0	Unknown
ec202	chr9:9158644-9165001_+	6358	1	cyclic	32	87865	13.82	0	Unknown
ec203	chr13:28989048-28991311_+	2264	1	cyclic	20	59542	26.30	0	Unknown
ec204	chr15:66967183-66970650_+	3468	1	cyclic	18	33204	9.57	0	Unknown
ec205	chr2:154373618-154377242_+	3625	1	cyclic	22	37948	10.47	0	Unknown
ec206	chr7:113433825-113437644_+	3820	1	cyclic	9	21814	5.71	0	Unknown
ec207	chr7:79201323-79205291_+	3969	1	cyclic	16	69699	17.56	0	Unknown
ec208	chr4:129214241-129221648_+	7408	1	cyclic	15	56130	7.58	0	Unknown
ec209	chr8:38273316-38276259_+	2944	1	cyclic	22	51677	17.55	0	Unknown
ec210	chr6:44224960-44244125_+	19166	1	cyclic	252	633964	33.08	0	Unknown
ec211	chr15:33798861-33801051_+	2191	1	cyclic	8	16775	7.66	0	Unknown
ec212	chr5:138335146-138357697_+	22552	1	cyclic	550	1858569	82.41	0	Unknown
ec213	chr2:14406784-14410852_-	4069	1	cyclic	27	86318	21.21	0	Unknown
ec214	chrX:68775349-68777159_+	1811	1	cyclic	4	16357	9.03	0	Unknown
ec215	chr1:58523955-58537640_+	13686	1	cyclic	400	1052129	76.88	0	Unknown
ec216	chr4:4810867-4818693_+	7827	1	cyclic	16	34070	4.35	0	Unknown
ec217	chr1:120567559-120568664_+	1106	1	cyclic	5	10708	9.68	0	Unknown
ec218	chr3:5243383-5246337_+	2955	1	cyclic	28	82833	28.03	0	Unknown
ec219	chr7:132613490-132620006_+	6517	1	cyclic	13	48577	7.45	0	Unknown
ec220	chr6:112255498-112271473_+	15976	1	cyclic	208	641198	40.14	0	Unknown
ec221	chr8:22906078-22907134_+	1057	1	cyclic	182	435612	412.12	0	Unknown
ec222	chr11:53955736-53971036_+	15301	1	cyclic	47	103558	6.77	0	Unknown
ec223	chr3:107155277-107169184_+	13908	1	cyclic	148	547440	39.36	0	Unknown
ec224	chr7:93376980-93379958_+	2979	1	cyclic	9	35833	12.03	0	Unknown
ec225	chr10:20965046-20988579_+	23534	1	cyclic	245	792810	33.69	0	Unknown
ec226	chr8:83356686-83357280_-	595	1	cyclic	4	21407	35.98	0	Unknown
ec227	chr3:115949569-115955519_+	5951	1	cyclic	108	347452	58.39	0	Unknown
ec228	chr14:51915002-51915318_-	317	1	cyclic	1	10521	33.19	0	Unknown
ec229	chr2:28928839-28936439_+	7601	1	cyclic	25	79504	10.46	0	Unknown
ec230	chr10:56876944-56880055_+	3112	1	cyclic	19	51494	16.55	0	Unknown
ec231	chr15:76259749-76260488_+	740	1	cyclic	5	23314	31.51	0	Unknown
ec232	chr2:73546683-73549138_+	2456	1	cyclic	47	115215	46.91	0	Unknown
ec233	chr3:105008732-105014191_+	5460	1	cyclic	29	116311	21.30	0	Unknown
ec234	chr1:24508433-24512597_+	4165	1	cyclic	4	35284	8.47	0	Unknown
ec235	chr5:100433017-100438033_+	5017	1	cyclic	37	102310	20.39	0	Unknown
ec236	chr12:84892003-84898772_+	6770	1	cyclic	34	136379	20.14	0	Unknown
ec237	chr3:49855568-49861017_+	5450	1	cyclic	54	174266	31.98	0	Unknown
ec238	chr6:135016424-135025570_+	9147	1	cyclic	55	183935	20.11	0	Unknown
ec239	chr7:89318756-89327093_+	8338	1	cyclic	277	831204	99.69	0	Unknown
ec240	chr18:32623166-32627287_+	4122	1	cyclic	32	91203	22.13	0	Unknown
ec241	chr11:75620497-75626847_+	6351	1	cyclic	75	179755	28.30	0	Unknown
ec242	chr7:119842911-119843610_+	700	1	cyclic	5	5068	7.24	0	Unknown
ec243	chr10:71154191-71159487_+	5297	1	cyclic	108	269913	50.96	0	Unknown
ec244	chr16:87467837-87477294_+	9458	1	cyclic	79	212895	22.51	0	Unknown
ec245	chr14:62134345-62135577_+	1233	1	cyclic	7	24240	19.66	0	Unknown
ec246	chr8:29265810-29270126_+	4317	1	cyclic	17	33887	7.85	0	Unknown
ec247	chr7:66701572-66717425_+	15854	1	cyclic	385	1415840	89.30	0	Unknown
ec248	chr17:14671028-14676750_+	5723	1	cyclic	161	467862	81.75	0	Unknown
ec249	chr13:55832117-55833955_+,chr13:55755453-55763882_+	10269	2	non-cyclic	45	124078	12.08	0	Unknown
ec250	chr10:82672777-82685006_+	12230	1	cyclic	72	238486	19.50	0	Unknown
ec251	chr7:30212112-30218091_+	5980	1	cyclic	24	84406	14.11	0	Unknown
ec252	chr12:100843043-100852081_+	9039	1	cyclic	68	327856	36.27	0	Unknown
ec253	chr15:26969949-26974797_+	4849	1	cyclic	29	100483	20.72	0	Unknown
ec254	chr5:97056803-97065875_+	9073	1	cyclic	283	1031068	113.64	0	Unknown
ec255	chr3:85348832-85350811_+	1980	1	cyclic	73	200899	101.46	0	Unknown
ec256	chr14:31403955-31410851_+	6897	1	cyclic	17	59903	8.69	0	Unknown
ec257	chr6:89025521-89029015_+	3495	1	cyclic	32	65234	18.66	0	Unknown
ec258	chr9:46626054-46630651_+	4598	1	cyclic	36	90507	19.68	0	Unknown
ec259	chr10:34026439-34029633_-	3195	1	cyclic	5	29459	9.22	0	Unknown
ec260	chr4:93642740-93646000_+	3261	1	cyclic	3	17895	5.49	0	Unknown
ec261	chr4:104657942-104683739_+	25798	1	cyclic	105	329923	12.79	0	Unknown
ec262	chr10:121714960-121734493_+	19534	1	cyclic	233	653339	33.45	0	Unknown
ec263	chr4:83295668-83304688_+	9021	1	cyclic	93	344449	38.18	0	Unknown
ec264	chr15:100546284-100553408_+	7125	1	cyclic	108	370907	52.06	0	Unknown
ec265	chr6:47526718-47528225_+	1508	1	cyclic	10	19912	13.20	0	Unknown
ec266	chr12:108946148-108952315_+	6168	1	cyclic	23	106187	17.22	0	Unknown
ec267	chr8:111777610-111788460_+	10851	1	cyclic	51	147114	13.56	0	Unknown
ec268	chr1:166082986-166091200_+	8215	1	cyclic	11	64788	7.89	0	Unknown
ec269	chr13:101720989-101723512_+	2524	1	cyclic	3	12764	5.06	0	Unknown
ec270	chr3:38824531-38833787_+	9257	1	cyclic	40	147214	15.90	0	Unknown
ec271	chr7:136054048-136078360_+	24313	1	cyclic	159	678525	27.91	0	Unknown
ec272	chr3:20917933-20932822_+	14890	1	cyclic	78	210364	14.13	0	Unknown
ec273	chr4:57721539-57723589_+	2051	1	cyclic	64	117026	57.06	0	Unknown
ec274	chr19:55869264-55872264_+	3001	1	cyclic	21	48019	16.00	0	Unknown
ec275	chr11:54752124-54754979_+	2856	1	cyclic	5	26118	9.14	0	Unknown
ec276	chr12:65214724-65223040_+	8317	1	cyclic	122	401061	48.22	0	Unknown
ec277	chr18:37324758-37340691_+	15934	1	cyclic	193	537875	33.76	0	Unknown
ec278	chr1:85090695-85091027_-,chr1:85616494-85620539_+	4379	2	non-cyclic	44	170454	38.93	0	Unknown
ec279	chr6:32915236-32920322_+	5087	1	cyclic	7	17804	3.50	0	Unknown
ec280	chr6:33379544-33383767_+	4224	1	cyclic	36	55084	13.04	0	Unknown
ec281	chr3:6912574-6923705_+	11132	1	cyclic	36	107363	9.64	0	Unknown
ec282	chr9:73006956-73020194_+	13239	1	cyclic	34	159146	12.02	0	Unknown
ec283	chr5:4825459-4832583_+	7125	1	cyclic	108	244974	34.38	0	Unknown
ec284	chr10:23685136-23689820_+	4685	1	cyclic	27	82998	17.72	0	Unknown
ec285	chr16:69589469-69605344_+	15876	1	cyclic	346	767711	48.36	0	Unknown
ec286	chrX:153433782-153436706_+	2925	1	cyclic	143	353671	120.91	0	Unknown
ec287	chr9:101182348-101191645_+	9298	1	cyclic	87	231187	24.86	0	Unknown
ec288	chr5:72845035-72847534_+	2500	1	cyclic	49	150306	60.12	0	Unknown
ec289	chr13:25585993-25592666_+,chr13:25604574-25611761_+	13862	2	non-cyclic	19	76924	5.55	0	Unknown
ec290	chr15:80255645-80260646_+	5002	1	cyclic	3	53906	10.78	0	Unknown
ec291	chr6:97909337-97909692_+,chr6:97898596-97904815_+	6576	2	cyclic	31	155656	23.67	0	Unknown
ec292	chr18:38395023-38409270_+	14248	1	cyclic	126	508601	35.70	0	Unknown
ec293	chr7:73976648-73986591_+	9944	1	cyclic	200	647858	65.15	0	Unknown
ec294	chr3:65814104-65829271_+	15168	1	cyclic	254	912224	60.14	0	Unknown
ec295	chr11:21571319-21576211_+	4893	1	cyclic	66	201167	41.11	0	Unknown
ec296	chr15:93577750-93580755_-	3006	1	cyclic	6	22819	7.59	0	Unknown
ec297	chr15:13964627-13975222_+	10596	1	cyclic	74	155388	14.66	0	Unknown
ec298	chr4:139445564-139453350_+	7787	1	cyclic	16	41243	5.30	0	Unknown
ec299	chr14:87330372-87338274_+,chr14:87316287-87328968_+	20585	2	cyclic	142	496495	24.12	0	Unknown
ec300	chr3:31075042-31078549_+	3508	1	cyclic	27	65981	18.81	0	Unknown
ec301	chrX:167362119-167373343_+	11225	1	cyclic	33	84422	7.52	0	Unknown
ec302	chr18:5160254-5161885_+	1632	1	cyclic	27	50317	30.83	0	Unknown
ec303	chr16:23815117-23816668_+	1552	1	cyclic	11	26781	17.26	0	Unknown
ec304	chr1:52292788-52298092_+	5305	1	cyclic	36	86811	16.36	0	Unknown
ec305	chr7:25054899-25056175_+	1277	1	cyclic	14	21701	16.99	0	Unknown
ec306	chr14:10416221-10421201_+	4981	1	cyclic	73	213831	42.93	0	Unknown
ec307	chr3:82543326-82553423_+	10098	1	cyclic	20	94277	9.34	0	Unknown
ec308	chr15:99707247-99712309_+	5063	1	cyclic	30	103733	20.49	0	Unknown
ec309	chr17:57973727-57975273_+	1547	1	cyclic	135	314876	203.54	0	Unknown
ec310	chr15:55071832-55073662_+	1831	1	cyclic	24	45755	24.99	0	Unknown
ec311	chr9:106033683-106036906_+	3224	1	cyclic	16	85282	26.45	0	Unknown
ec312	chr10:19857755-19859189_+	1435	1	cyclic	6	9541	6.65	0	Unknown
