id	merge_region	merge_len	num_region	eccdna_status	numreads	totalbase	coverage	consensus_len	consensus_status
ec77	chr6:161830334-161831079_+	746	1	cyclic	37	46644	62.53	746	No_indel
ec78	chr6:165463020-165464470_+	1451	1	cyclic	92	151838	104.64	1452	Insertion
ec79	chr7:17677004-17681719_+	4716	1	cyclic	2142	3735712	792.14	4714	Deletion
ec80	chr19:30385173-30387402_+	2230	1	cyclic	403	725820	325.48	2230	No_indel
ec81	chr13:112131526-112132436_+	911	1	cyclic	341	661708	726.35	911	No_indel
ec82	chr9:124800626-124802773_+	2148	1	cyclic	1147	2604892	1212.71	2147	Deletion
ec83	chr17:21268363-21269895_+	1533	1	cyclic	1426	2526113	1647.82	1536	Insertion
ec84	chr10:86158473-86159850_+	1378	1	cyclic	267	396343	287.62	1381	Insertion
ec85	chr10:117531494-117534833_+	3340	1	cyclic	6627	13290127	3979.08	3341	Insertion
ec86	chr17:50527269-50528580_+	1312	1	cyclic	414	791190	603.04	1312	No_indel
ec87	chr8:109940830-109941391_+	562	1	cyclic	8	12284	21.86	562	No_indel
ec88	chr11:76237155-76241201_+	4047	1	cyclic	2393	4744136	1172.26	4051	Insertion
ec89	chr2:24840663-24842515_+	1853	1	cyclic	3666	6833301	3687.70	1853	No_indel
ec90	chr5:58906405-58911068_+	4664	1	cyclic	701	1116957	239.48	4663	Deletion
ec91	chr7:76114943-76118820_+	3878	1	cyclic	727	1226192	316.19	3882	Insertion
ec92	chr17:38545850-38548251_+	2402	1	cyclic	2873	5215794	2171.44	2402	No_indel
ec93	chr4:35096892-35101247_+	4356	1	cyclic	908	1325346	304.26	4357	Insertion
ec94	chr16:81108660-81110801_+	2142	1	cyclic	161	312788	146.03	2141	Deletion
ec95	chr20:37343107-37344026_+	920	1	cyclic	669	1471655	1599.62	920	No_indel
ec96	chr19:39189959-39192600_+	2642	1	cyclic	160	228904	86.64	2650	Insertion
ec97	chr20:21780908-21781192_+	285	1	cyclic	1626	1141476	4005.18	285	No_indel
ec98	chr9:75207287-75209924_+	2638	1	cyclic	57	111421	42.24	2638	No_indel
ec99	chr13:113159202-113160178_+	977	1	cyclic	517	1111062	1137.22	977	No_indel
ec100	chr21:29509136-29512207_+	3072	1	cyclic	348	543977	177.08	3077	Insertion
ec101	chr7:4407366-4408824_+	1459	1	cyclic	1015	845086	579.22	1453	Deletion
ec102	chr19:18616688-18617544_+	857	1	cyclic	792	1258487	1468.48	857	No_indel
ec103	chr4:140873943-140877945_+	4003	1	cyclic	185	297940	74.43	4008	Insertion
ec104	chr7:99501994-99502376_+	383	1	cyclic	167	287190	749.84	383	No_indel
ec105	chr19:40767595-40768337_+	743	1	cyclic	1715	1975411	2658.70	747	Insertion
ec106	chr10:1401840-1405718_+	3879	1	cyclic	7774	18786167	4843.04	3878	Deletion
ec107	chr1:176926493-176928279_+	1787	1	cyclic	231	338080	189.19	1788	Insertion
ec108	chr14:41393439-41396618_+	3180	1	cyclic	564	850258	267.38	3178	Deletion
ec109	chr11:117995372-117996608_+	1237	1	cyclic	105	199658	161.41	1238	Insertion
ec110	chr12:1656014-1659181_+	3168	1	cyclic	1211	2394542	755.85	3172	Insertion
ec111	chr10:131433622-131434298_+	677	1	cyclic	63	98047	144.83	677	No_indel
ec112	chr11:82362009-82362704_+	696	1	cyclic	2564	1832644	2633.11	698	Insertion
ec113	chr17:22691917-22693332_+	1416	1	cyclic	85	191741	135.41	1416	No_indel
ec114	chr1:230176444-230177812_+	1369	1	cyclic	1465	2583954	1887.48	1369	No_indel
ec115	chr1:152088041-152090716_+	2676	1	cyclic	604	908661	339.56	2678	Insertion
ec116	chr11:107982564-107983319_+	756	1	cyclic	18	20210	26.73	756	No_indel
ec117	chr1:62671687-62676247_+	4561	1	cyclic	3764	5525221	1211.41	4563	Insertion
ec118	chr9:93697470-93701640_+	4171	1	cyclic	1525	3500609	839.27	4174	Insertion
ec119	chrX:51158297-51162621_+	4325	1	cyclic	633	1337777	309.31	4325	No_indel
ec120	chr17:39460640-39465269_+	4630	1	cyclic	179	369935	79.90	4640	Insertion
ec121	chr15:29092819-29094733_+	1915	1	cyclic	348	585807	305.90	1915	No_indel
ec122	chr15:25976367-25977074_+	708	1	cyclic	116	383077	541.07	708	No_indel
ec123	chr16:4413647-4414095_+	449	1	cyclic	2667	3975036	8853.09	449	No_indel
ec124	chr9:136302874-136304782_+	1909	1	cyclic	521	824758	432.04	1909	No_indel
ec125	chr2:94995434-95000117_+	4684	1	cyclic	10087	24142070	5154.16	4686	Insertion
ec126	chr1:39634458-39637031_+	2574	1	cyclic	522	972565	377.84	2575	Insertion
ec127	chr7:65746691-65747314_+	624	1	cyclic	162	248672	398.51	625	Insertion
ec128	chr9:9327801-9331095_+	3295	1	cyclic	2512	3723432	1130.02	3289	Deletion
ec129	chr6:91444977-91451005_+	6029	1	cyclic	3469	5262074	872.79	6035	Insertion
ec130	chr12:131903648-131908649_+	5002	1	cyclic	4732	9792047	1957.63	5008	Insertion
ec131	chr7:4284329-4285911_-	1583	1	cyclic	6	13798	8.72	1584	Insertion
ec132	chr19:30062226-30063847_+	1622	1	cyclic	587	838975	517.25	1621	Deletion
ec133	chr3:8663237-8666710_+	3474	1	cyclic	94	163206	46.98	3475	Insertion
ec134	chr15:77610714-77612789_+	2076	1	cyclic	2455	5033530	2424.63	2076	No_indel
ec135	chr8:49418047-49420819_+	2773	1	cyclic	81	126755	45.71	2774	Insertion
ec136	chr7:156061541-156064758_+	3218	1	cyclic	1906	4012020	1246.74	3209	Deletion
ec137	chr1:109748218-109749051_+	834	1	cyclic	1942	3159620	3788.51	835	Insertion
ec138	chr16:7437903-7439078_+	1176	1	cyclic	105	113576	96.58	1177	Insertion
ec139	chr5:76370779-76371171_+	393	1	cyclic	103	236362	601.43	393	No_indel
ec140	chr15:81410240-81413184_+	2945	1	cyclic	520	858034	291.35	2941	Deletion
ec141	chr1:228100039-228101307_+	1269	1	cyclic	147	359424	283.23	1273	Insertion
ec142	chr10:47244582-47245462_+	881	1	cyclic	138	237350	269.41	880	Deletion
ec143	chr11:130425703-130425995_+	293	1	cyclic	1001	1486712	5074.10	292	Deletion
ec144	chr14:100570792-100571789_+	998	1	cyclic	259	360217	360.94	998	No_indel
ec145	chr7:50606531-50608776_+	2246	1	cyclic	112	142697	63.53	2246	No_indel
ec146	chr15:77122024-77123248_+	1225	1	cyclic	39	43580	35.58	1226	Insertion
ec147	chr14:68578638-68580476_+	1839	1	cyclic	973	1817122	988.10	1840	Insertion
ec148	chr1:32929147-32930680_+	1534	1	cyclic	306	564685	368.11	1537	Insertion
ec149	chr18:64099834-64103418_+	3585	1	cyclic	141	234705	65.47	3589	Insertion
ec150	chrX:101535202-101536694_+	1493	1	cyclic	26	27021	18.10	1493	No_indel
ec151	chr1:75307915-75311725_+	3811	1	cyclic	2882	4023945	1055.88	3814	Insertion
ec152	chr7:64874959-64876648_+	1690	1	cyclic	244	436074	258.03	1689	Deletion
ec153	chr13:91907706-91909691_+	1986	1	cyclic	1152	1315741	662.51	1987	Insertion
ec154	chr3:179605410-179608322_+	2913	1	cyclic	261	430229	147.69	2946	Insertion
ec155	chr21:34019974-34020879_+	906	1	cyclic	31	70952	78.31	906	No_indel
ec156	chr22:25318259-25320052_+	1794	1	cyclic	1708	2913525	1624.04	1793	Deletion
ec157	chr4:6403620-6406800_+	3181	1	cyclic	4903	11869342	3731.32	3212	Insertion
ec158	chr11:48094165-48096829_+	2665	1	cyclic	146	253303	95.05	2664	Deletion
ec159	chrX:40623547-40624536_+	990	1	cyclic	113	188933	190.84	990	No_indel
ec160	chr9:40937362-40942393_+	5032	1	cyclic	1281	2091319	415.60	5046	Insertion
ec161	chr14:95496176-95499237_+	3062	1	cyclic	877	1850578	604.37	3065	Insertion
ec162	chr17:59772554-59773191_+	638	1	cyclic	50	75879	118.93	630	Deletion
ec163	chr20:53513744-53514100_+	357	1	cyclic	4	2977	8.34	357	No_indel
ec164	chr16:7713003-7715785_+	2783	1	cyclic	1973	3340796	1200.43	2785	Insertion
ec165	chr16:138104-138384_+	281	1	cyclic	18	33916	120.70	279	Deletion
ec166	chr10:114398827-114401320_+	2494	1	cyclic	313	483219	193.75	2493	Deletion
ec167	chr11:6191707-6192492_+	786	1	cyclic	2	3903	4.97	787	Insertion
ec168	chr3:100401635-100405390_+	3756	1	cyclic	2094	3405530	906.69	3767	Insertion
ec169	chr16:12864537-12865558_+	1022	1	cyclic	10	15133	14.81	1022	No_indel
ec170	chr18:37612348-37616162_+	3815	1	cyclic	1278	2314964	606.81	3816	Insertion
ec171	chr1:203848616-203852806_+	4191	1	cyclic	571	952078	227.17	4196	Insertion
ec172	chr1:219308557-219309135_+	579	1	cyclic	93	135313	233.70	577	Deletion
ec173	chr22:21665529-21666242_+	714	1	cyclic	522	1241423	1738.69	713	Deletion
ec174	chr3:104111701-104113137_+	1437	1	cyclic	14	16616	11.56	1437	No_indel
ec175	chr19:5894905-5896143_+	1239	1	cyclic	10	20993	16.94	1238	Deletion
ec176	chr15:39251667-39252612_+	946	1	cyclic	113	173037	182.91	946	No_indel
ec177	chr3:34040797-34042498_+	1702	1	cyclic	148	223488	131.31	1702	No_indel
ec178	chr11:70756293-70758896_+	2604	1	cyclic	2353	4392964	1687.01	2604	No_indel
ec179	chr7:155404159-155404442_+	284	1	cyclic	109	176099	620.07	284	No_indel
ec180	chr18:43957191-43958548_+	1358	1	cyclic	2884	4227728	3113.20	1361	Insertion
ec181	chr1:156504172-156505910_+	1739	1	cyclic	19	39499	22.71	1736	Deletion
ec182	chr12:112526328-112526684_+	357	1	cyclic	1	4188	11.73	357	No_indel
ec183	chr5:13544164-13546313_+	2150	1	cyclic	121	153064	71.19	2150	No_indel
ec184	chr7:155550204-155552040_+	1837	1	cyclic	78	146109	79.54	1837	No_indel
ec185	chr16:51019056-51019399_+	344	1	cyclic	56	146217	425.05	344	No_indel
ec186	chr3:194679562-194681017_+,chr3:194677655-194678154_+	1956	2	cyclic	210	263823	134.88	1964	Insertion
ec187	chr2:70825578-70826122_+	545	1	cyclic	858	1918656	3520.47	545	No_indel
ec188	chr17:39789040-39789490_+	451	1	cyclic	38	47320	104.92	451	No_indel
ec189	chr5:171692339-171694243_+	1905	1	cyclic	158	302826	158.96	1905	No_indel
ec190	chr5:68266278-68270338_+	4061	1	cyclic	1650	2361595	581.53	4061	No_indel
ec191	chr11:57005371-57006410_+	1040	1	cyclic	162	327319	314.73	1039	Deletion
ec192	chr1:201730964-201733034_+	2071	1	cyclic	110	182693	88.21	2072	Insertion
ec193	chr8:138719215-138726611_+	7397	1	cyclic	1795	3780137	511.04	7388	Deletion
ec194	chr20:33315066-33316153_+	1088	1	cyclic	1042	1516825	1394.14	1088	No_indel
ec195	chr6:39469874-39471224_+	1351	1	cyclic	7	11210	8.30	1351	No_indel
ec196	chr18:62830909-62834444_+	3536	1	cyclic	1013	1537064	434.69	3539	Insertion
ec197	chr15:45080896-45081275_+	380	1	cyclic	2	3166	8.33	380	No_indel
ec198	chr5:166779662-166788127_+	8466	1	cyclic	2833	5148770	608.17	8469	Insertion
ec199	chr1:244645611-244649384_+	3774	1	cyclic	3329	5709831	1512.94	3773	Deletion
ec200	chr3:73735819-73737000_+	1182	1	cyclic	541	850796	719.79	1182	No_indel
ec201	chr4:42200255-42201412_+	1158	1	cyclic	377	667066	576.05	1160	Insertion
ec202	chr20:5214299-5216905_+	2607	1	cyclic	1482	2878329	1104.08	2606	Deletion
ec203	chr4:40261432-40264165_+	2734	1	cyclic	488	705245	257.95	2738	Insertion
ec204	chr2:78636403-78638325_+	1923	1	cyclic	978	1389940	722.80	1924	Insertion
ec205	chr5:13764579-13767128_+	2550	1	cyclic	215	251793	98.74	2550	No_indel
ec206	chr14:50325201-50326214_+	1014	1	cyclic	30	37378	36.86	1014	No_indel
ec207	chr13:29361367-29365709_+	4343	1	cyclic	140	248250	57.16	4351	Insertion
ec208	chr17:31216662-31218845_-	2184	1	cyclic	12	19546	8.95	2189	Insertion
ec209	chr7:137675098-137677742_+	2645	1	cyclic	23	42273	15.98	2703	Insertion
ec210	chr1:165680608-165683054_+	2447	1	cyclic	66	99670	40.73	2447	No_indel
ec211	chr1:194132097-194134275_+	2179	1	cyclic	39	50451	23.15	2182	Insertion
ec212	chr7:159040277-159040639_+	363	1	cyclic	55	79115	217.95	363	No_indel
ec213	chr2:180017389-180020384_+	2996	1	cyclic	96	167811	56.01	2995	Deletion
ec214	chr4:125325822-125327291_+	1470	1	cyclic	108	137698	93.67	1472	Insertion
ec215	chr1:205265709-205266116_+	408	1	cyclic	20	37961	93.04	408	No_indel
ec216	chr5:11218194-11219458_+	1265	1	cyclic	582	967659	764.95	1266	Insertion
ec217	chr6:38698580-38702351_+	3772	1	cyclic	33	48546	12.87	3787	Insertion
ec218	chr15:75225960-75227385_+	1426	1	cyclic	2612	4195985	2942.49	1426	No_indel
ec219	chr4:112092787-112095342_+	2556	1	cyclic	116	184298	72.10	2556	No_indel
ec220	chr17:72033308-72035812_+	2505	1	cyclic	120	144395	57.64	2518	Insertion
ec221	chr16:57268457-57269536_+	1080	1	cyclic	1348	2771605	2566.30	1081	Insertion
ec222	chr11:46249906-46250249_-	344	1	cyclic	2	4666	13.56	344	No_indel
ec223	chr9:548801-550545_+	1745	1	cyclic	1388	2624896	1504.24	1746	Insertion
ec224	chr3:7257364-7267963_+	10600	1	cyclic	2929	4937253	465.78	10684	Insertion
ec225	chr22:23275970-23277793_+	1824	1	cyclic	286	629717	345.24	1822	Deletion
ec226	chr16:2726907-2727776_+	870	1	cyclic	31	59062	67.89	873	Insertion
ec227	chr5:63239435-63240896_+	1462	1	cyclic	17	14936	10.22	1465	Insertion
ec228	chr1:11662956-11664163_+	1208	1	cyclic	690	1488969	1232.59	1251	Insertion
ec229	chr5:177477950-177478209_+	260	1	cyclic	16	14775	56.83	260	No_indel
ec230	chr1:248196802-248199037_+	2236	1	cyclic	329	436291	195.12	2236	No_indel
ec231	chr21:21755931-21756822_+	892	1	cyclic	7	6274	7.03	892	No_indel
ec232	chr17:50354112-50354492_+	381	1	cyclic	30	48784	128.04	381	No_indel
ec233	chr16:29115008-29116296_+	1289	1	cyclic	597	1074629	833.69	1289	No_indel
ec234	chrX:28117668-28118018_+	351	1	cyclic	1	3332	9.49	352	Insertion
ec235	chr12:2419738-2421863_+	2126	1	cyclic	2370	4248306	1998.26	2131	Insertion
ec236	chr3:13021365-13023367_+	2003	1	cyclic	227	428272	213.82	2003	No_indel
ec237	chr14:60091270-60091966_+	697	1	cyclic	418	656282	941.58	697	No_indel
ec238	chr12:51539402-51541982_+	2581	1	cyclic	202	326996	126.69	2584	Insertion
ec239	chr7:71802358-71805413_+	3056	1	cyclic	498	716672	234.51	3062	Insertion
ec240	chr7:55423309-55424430_+	1122	1	cyclic	1503	2421920	2158.57	1122	No_indel
ec241	chr7:64282333-64283192_+	860	1	cyclic	1459	2038290	2370.10	860	No_indel
ec242	chr9:82482001-82482826_+	826	1	cyclic	12	15019	18.18	826	No_indel
ec243	chr19:53016242-53016990_+	749	1	cyclic	135	367592	490.78	836	Insertion
ec244	chr1:16944944-16947491_+	2548	1	cyclic	6997	15255265	5987.15	2541	Deletion
ec245	chr7:97310314-97310663_+	350	1	cyclic	1	1789	5.11	350	No_indel
ec246	chr5:38483714-38485773_+	2060	1	cyclic	644	921211	447.19	2060	No_indel
ec247	chr15:31342613-31343564_+	952	1	cyclic	95	186678	196.09	952	No_indel
ec248	chr3:192826258-192827801_+	1544	1	cyclic	112	158994	102.98	1551	Insertion
ec249	chr4:123324296-123324591_+	296	1	cyclic	302	392554	1326.20	297	Insertion
ec250	chr8:12838788-12843163_+	4376	1	cyclic	285	427243	97.63	4385	Insertion
ec251	chr7:69378398-69378735_+	338	1	cyclic	47	111598	330.17	338	No_indel
ec252	chr1:28751083-28754541_+	3459	1	cyclic	494	832626	240.71	3458	Deletion
ec253	chrX:16241032-16242615_+	1584	1	cyclic	46	46292	29.22	1586	Insertion
ec254	chr15:67209053-67210808_+	1756	1	cyclic	165	220268	125.44	1758	Insertion
ec255	chr18:34493256-34494066_+	811	1	cyclic	7	12740	15.71	811	No_indel
ec256	chr21:33292621-33293491_+	871	1	cyclic	37	68292	78.41	871	No_indel
ec257	chr10:35554646-35557420_+	2775	1	cyclic	1769	2778775	1001.36	2778	Insertion
ec258	chr10:94229668-94234527_+	4860	1	cyclic	46	62150	12.79	4868	Insertion
ec259	chr22:37658849-37661691_+	2843	1	cyclic	1199	2140775	753.00	2843	No_indel
ec260	chr2:217725167-217726830_+	1664	1	cyclic	298	538753	323.77	1664	No_indel
ec261	chr17:6133183-6138332_+	5150	1	cyclic	1613	2583992	501.75	5148	Deletion
ec262	chr19:11381449-11383494_+	2046	1	cyclic	1089	2613559	1277.40	2055	Insertion
ec263	chr19:9008027-9009306_+	1280	1	cyclic	336	765683	598.19	1280	No_indel
ec264	chr1:9769485-9770957_+	1473	1	cyclic	263	345096	234.28	1475	Insertion
ec265	chr1:174728562-174730583_+	2022	1	cyclic	52	70229	34.73	2027	Insertion
ec266	chr13:113422460-113424657_+	2198	1	cyclic	40	79170	36.02	2200	Insertion
ec267	chr20:36299199-36300430_+	1232	1	cyclic	179	309211	250.98	1239	Insertion
ec268	chr12:73405159-73414762_+	9604	1	cyclic	329	445532	46.39	9610	Insertion
ec269	chr12:127399131-127401417_+	2287	1	cyclic	37	44989	19.67	2284	Deletion
ec270	chr11:108174612-108178012_+	3401	1	cyclic	982	1522095	447.54	3320	Deletion
ec271	chr4:17499060-17500060_+	1001	1	cyclic	17	21363	21.34	1003	Insertion
ec272	chr18:12770521-12771828_+	1308	1	cyclic	11	19644	15.02	1308	No_indel
ec273	chr9:72729833-72731758_+	1926	1	cyclic	148	221745	115.13	1926	No_indel
ec274	chr21:26190494-26192497_+	2004	1	cyclic	92	170357	85.01	2007	Insertion
ec275	chr17:29871916-29873291_+	1376	1	cyclic	369	454235	330.11	1378	Insertion
ec276	chr10:127037892-127040350_+	2459	1	cyclic	575	1080605	439.45	2460	Insertion
ec277	chrX:133519079-133519377_+	299	1	cyclic	18	17836	59.65	300	Insertion
ec278	chr3:46864825-46873204_+	8380	1	cyclic	117	303707	36.24	8382	Insertion
ec279	chr7:57684770-57685994_+	1225	1	cyclic	737	1751422	1429.73	1222	Deletion
ec280	chr12:131436483-131437462_+	980	1	cyclic	444	599163	611.39	979	Deletion
ec281	chr20:32016365-32017095_+	731	1	cyclic	5	8984	12.29	745	Insertion
ec282	chr2:177218395-177220582_+	2188	1	cyclic	228	306243	139.96	2188	No_indel
ec283	chr3:99673403-99676409_+	3007	1	cyclic	62	90235	30.01	3008	Insertion
ec284	chr4:80983884-80985110_+	1227	1	cyclic	101	113338	92.37	1227	No_indel
ec285	chr9:87084331-87085313_+	983	1	cyclic	182	362164	368.43	982	Deletion
ec286	chr20:63343761-63344552_+	792	1	cyclic	85	110322	139.30	796	Insertion
ec287	chr13:68078218-68080590_+	2373	1	cyclic	65	74382	31.35	2375	Insertion
ec288	chr7:43057614-43059955_+	2342	1	cyclic	1460	3513433	1500.18	2340	Deletion
ec289	chr2:233115271-233116192_+	922	1	cyclic	76	143282	155.40	922	No_indel
ec290	chr14:54343133-54344025_+	893	1	cyclic	3	5071	5.68	894	Insertion
ec291	chr4:155308314-155310399_+	2086	1	cyclic	878	1070032	512.96	2101	Insertion
ec292	chr8:126558310-126558727_+	418	1	cyclic	2429	3508415	8393.34	418	No_indel
ec293	chr10:112349506-112351985_+	2480	1	cyclic	86	205346	82.80	2479	Deletion
ec294	chr22:42873789-42875145_+	1357	1	cyclic	51	106955	78.82	1373	Insertion
ec295	chr18:51366016-51367219_+	1204	1	cyclic	8	15093	12.54	1203	Deletion
ec296	chr7:57197875-57199772_+	1898	1	cyclic	647	1207591	636.24	1900	Insertion
ec297	chr7:63931507-63935588_+	4082	1	cyclic	553	880921	215.81	4071	Deletion
ec298	chr10:62436610-62439014_+	2405	1	cyclic	667	1068015	444.08	2407	Insertion
ec299	chr16:67797151-67798717_+	1567	1	cyclic	19	19821	12.65	1567	No_indel
ec300	chr8:118265561-118266425_+	865	1	cyclic	23	22361	25.85	865	No_indel
ec301	chr20:16440821-16443400_+	2580	1	cyclic	294	394734	153.00	2592	Insertion
ec302	chr8:89968721-89972533_+	3813	1	cyclic	1700	2376376	623.23	3816	Insertion
ec303	chr6:136959479-136960037_+	559	1	cyclic	183	416132	744.42	558	Deletion
ec304	chr13:105672508-105674557_+	2050	1	cyclic	45	58860	28.71	2050	No_indel
ec305	chr7:81955146-81955678_+	533	1	cyclic	300	438086	821.92	534	Insertion
